handle,time,tweets
Fender,7/26/2018 19:00,Who is your FAVORITE person to jam with? Tag them! #PlaySomethingDifferent https://t.co/M6VQlZc470
Fender,7/26/2018 18:58,@hammerstein83 Sorry for your loss 😔 thank you for the suggestion 🤘
Fender,7/26/2018 18:20,@FionaReadPhotog Woo! Congrats 🙌
Fender,7/26/2018 16:15,@mypoorbones Can't go wrong with either 😉
Fender,7/26/2018 16:12,@coolkidalswag 🤘🤘🤘
Fender,7/26/2018 16:00,"RT @catsonamps: Good morning and happy Thursday! Personally, I’m wishing it was @fender Friday already. #fender  #thedailycat #sweetwater #…"
Fender,7/26/2018 15:00,"Articulate with a timeless voice, the Fender Stratocaster has been synonymous with popular music since its inceptio… https://t.co/BGif1NIybK"
Fender,7/26/2018 0:35,@swegsweg2469 Check it out: https://t.co/l42wm1ynA4
Fender,7/26/2018 0:33,@BryantHodson low-carb too! 💪
Fender,7/26/2018 0:32,@blazeonstage Happy New Guitar Day! 🙌
Fender,7/26/2018 0:32,@billierose Double-bound! Love your username btw 😎
Fender,7/26/2018 0:30,@tattooed_glen Sweet setup!
Fender,7/26/2018 0:29,@shanesmusic73 👋
Fender,7/26/2018 0:00,RT @helicopterpage: @Fender I think so... https://t.co/dprLMwnXNI
Fender,7/25/2018 20:00,"The Rumble Studio 40 Bass Amp is loaded with tons of features, including over 40 studio-quality effects. What’s you… https://t.co/QbqalXQVuP"
Fender,7/25/2018 19:00,"#WednesdayWisdom: Sometime you just need to soak in the sun with your guitar 🎸😎☀️

https://t.co/lZFgEsxeLI https://t.co/G3N16gVuCG"
Fender,7/25/2018 19:00,Where are our #Ukulele fans at!? Tell us your favorite thing about playing the ukulele. #FenderUkulele https://t.co/6ECVayfNyA
Fender,7/25/2018 18:00,Amp fanatics! What’s something everyone should know when they’re looking for an amp? #WednesdayWisdom https://t.co/DXVxDWJVp5
Fender,7/25/2018 17:15,Who else? https://t.co/UqoDgOJKMO
Fender,7/25/2018 17:00,RT @BassPlayerNow: A 1978 Fender Precision Bass with an ash body and mocha finish. https://t.co/ljnl8IrniB
Fender,7/25/2018 16:59,@jamesnewhall The neighbors will just have to deal 🤷‍♂️
Fender,7/25/2018 0:51,RT @GeorgiaGermein: D E R B Y 🎸✨ #guitarface Cheers for the most magic night x @germeinsisters #summerhitstour @littlemix @fender 📸 @billie…
Fender,7/24/2018 22:00,Learn more about Parallel Universe Troublemaker Telecaster; the guitar that's stirrin' up all sorts of mischief 😏… https://t.co/7EvRGT3PKo
Fender,7/24/2018 22:00,RT @_tableforone: Trying to get that Bill Kirchen popcorn sound! @Fender @john5guitarist @BradPaisley https://t.co/12mv5vSx5f
Fender,7/24/2018 21:30,"Fill in the blank: ""#MyRockstarNickname is _____."" https://t.co/Wf5HSxXLZ9"
Fender,7/24/2018 21:00,"RT @premierguitar: When you're done watching our killer, long-anticipated #RigRundown on the gear used by @U2's #TheEdge, why not head over…"
Fender,7/24/2018 20:17,@GT56P90 Lucky you! 🤘
Fender,7/24/2018 20:17,@DavidDaveholley 🤣
Fender,7/24/2018 20:16,Looking for a six-stringed travel companion for in between festivals this Summer? Fender Paramount acoustics have y… https://t.co/g3PBOcp7rx
Fender,7/24/2018 19:00,Show off your California Series! Use #PlaySomethingDifferent for a chance to be featured on the #FenderAcoustics In… https://t.co/bpqfM5m5qv
Fender,7/24/2018 18:32,@gooswyn  https://t.co/sP4pU2xbLw
Fender,7/24/2018 18:31,@JiujitsuPunk 🥓🥓🥓
Fender,7/24/2018 18:29,@MaxBass57649334 🤯
Fender,7/24/2018 18:25,@EWuebbels 🙏 it's musicians like you that keep us at it!
Fender,7/24/2018 18:23,@Roaether Whoa!
Fender,7/24/2018 18:21,@The_Orchanic For now! 🤘
Fender,7/24/2018 17:00,Check out this beautiful Indian #rosewood Strat built by Paul Waller at the Fender #CustomShop. That wood grain...… https://t.co/HLiYJEiSZ3
Fender,7/24/2018 16:50,@cvdevol Wouldn't be a bad choice 😉
Fender,7/24/2018 15:00,It was love at first strum for Clementine Creevy of @cherryglazerr when she picked up her first Fender Stratocaster… https://t.co/p9ZsrkNUej
Fender,7/23/2018 23:15,@AranBurton Not a bad option 😉
Fender,7/23/2018 21:58,@CasperSwane89 😍😍😍
Fender,7/23/2018 21:00,What's on your #pedalboard? Learn more about the new #Fender effects pedals here 👉 https://t.co/QWgSigvVbH https://t.co/QYGpuSYmPb
Fender,7/23/2018 19:10,@YamahaMusicUSA 👾
Fender,7/23/2018 18:58,@mariosakic123 GREAT choice! 😎
Fender,7/23/2018 18:55,@Billdibernardo Great choice! 🤘
Fender,7/23/2018 18:46,@quadrofenian Can't go wrong with a Fender or Squier 😉
Fender,7/23/2018 18:42,@paxonex Nice choice 😎
Fender,7/23/2018 18:40,@TonHutch Woo! Congrats 🤘🎸
Fender,7/23/2018 18:00,"RT @danipiniata: Thank you, @Fender, for letting us fans and music lovers share our original ideas! https://t.co/OVaooVtzgS"
Fender,7/23/2018 17:26,@RedLightCha Sweet acoustics! 🙌
Fender,7/23/2018 17:07,@tommcmonigal Never too early to Strat* 😉
Fender,7/23/2018 17:07,@tommcmonigal 🤘👶🎸
Fender,7/23/2018 17:03,@Aurybyd1 Such an exciting new-guitar-day coming up! 🏄‍♂️
Fender,7/23/2018 16:59,@GeorgiaGermein 🙌
Fender,7/23/2018 16:48,"@MikePBass @FenderGBI @ashdownmusic @michaeljackson You are one SMOOTH criminal, @MikePBass!"
Fender,7/23/2018 16:43,@brand_m_blog So glad you love them!
Fender,7/23/2018 16:41,@LordanCr 😍
Fender,7/23/2018 15:00,"Earlier this year, we asked our followers to show us what makes them original. After sorting through over 6,000 ent… https://t.co/cJ6hVr0aNC"
Fender,7/22/2018 23:00,"Take a look inside the fiery and flexible Pugilist Distortion! 🥊 🔥

https://t.co/uHjczHcy7g https://t.co/ZuXvwJ8loR"
Fender,7/22/2018 19:00,"How did you start learning the ukulele? #FenderUkulele

Learn more: https://t.co/yeLWpeMczs https://t.co/2M3Cwwnc7F"
Fender,7/22/2018 15:00,Fill in the blank: I play a Fender Precision Bass because _____. https://t.co/OmBystlVvf
Fender,7/21/2018 21:00,"Check out this awesome #Stratocaster sketch by Katie O. Show us some of yours! 📝

Happy #Straturday!… https://t.co/YNjsMWXELk"
Fender,7/21/2018 19:00,"Tell us your favorite color in the current California Series line. #PlaySomethingDifferent

Learn more here:… https://t.co/dwMojmocM8"
Fender,7/21/2018 19:00,"""Mustang, Mustang, Mustang, or Mustang?""  

Learn about these #MustangGT amps here: https://t.co/lC7BuYvi9w https://t.co/jlolbYglhE"
Fender,7/20/2018 19:00,.@Sextileband is taking over the Fender Acoustics account right now! Check out what they're up to here:… https://t.co/ynw5QkFitX
Fender,7/20/2018 18:35,@BandofNOTHING ❤️❤️❤️
Fender,7/20/2018 18:22,@DaveRosewood Glad to hear it! Happy playing 🤘
Fender,7/20/2018 18:13,@Nash076 What a beaut 😍
Fender,7/20/2018 18:12,@candidcryptid Can't go wrong with either ¯\_(ツ)_/¯
Fender,7/20/2018 18:04,@AnchorheadIV Beautiful 😍
Fender,7/20/2018 18:03,@JTigerclaw That's a sweet goal 😉
Fender,7/20/2018 17:55,@chrisruschxD Live your dreams! 🎸
Fender,7/20/2018 17:52,@___Kraig___ Awww thanks ☺️
Fender,7/20/2018 17:51,@femmeincomprise We're excited to hear that 😎🐎
Fender,7/20/2018 17:46,"For #NewMusicFriday we're watching @BandofNOTHING's eye-popping new video for their track 'Blue Line Baby'. 

Check… https://t.co/fBMblUqGKj"
Fender,7/20/2018 15:39,@muerdekeroyo Thanks for always posting awesome Fender gear! 🙌
Fender,7/20/2018 15:19,@FretlessMonster @Dairenn 🤣
Fender,7/20/2018 15:15,@Nerowolf123 🤣
Fender,7/20/2018 15:15,@IgglePiggleMF What a way to start the weekend! 🤘
Fender,7/20/2018 15:00,For the next few weeks we’ll be sharing some of our favorite Fender pairings. This week’s suggestion: Player Series… https://t.co/wAaCg8Cyuk
Fender,7/20/2018 13:00,Bring your guitar to @toneshopguitars on Saturday 7/21 and receive one set of strings for FREE. Open from 10-6pm. S… https://t.co/5MNgDv9KsK
Fender,7/19/2018 23:16,@DanGilliesMusic So glad you love it! 🤘
Fender,7/19/2018 23:08,@ShineVermilion Truer words have never been spoken
Fender,7/19/2018 23:06,@themoonpies There is NO better way to spend an afternoon! 🤠
Fender,7/19/2018 22:47,@TaotaoTasi Congrats on the new arrival! 🙌
Fender,7/19/2018 22:47,@adamjodor Lucky you!
Fender,7/19/2018 22:46,@megsatronnn Gotta keep chasing the dream! You'll get there one day! 🤘
Fender,7/19/2018 22:45,@ScottRo83866595 What a beaut!
Fender,7/19/2018 22:44,@JimmyLeeUS Power trio! 🤘
Fender,7/19/2018 19:00,"Watch the master at work 😲
📷: @jaypaintsprayer 

#satisfying #satisfyingvideos https://t.co/6tNrwz8koK"
Fender,7/19/2018 19:00,.@Sextileband is taking over the Fender Acoustics account tomorrow! Follow Fender Acoustics here:… https://t.co/Kpk859Ofw0
Fender,7/19/2018 18:53,"@KoornJohn Alternatively, here is the same body shape (just with a different finish)! https://t.co/agrf9Ozshv"
Fender,7/19/2018 18:49,"@KoornJohn Hey John, we've discontinued the PM-1 Deluxe Dreadnought at this time. But if you're looking for somethi… https://t.co/blULkIpQMd"
Fender,7/19/2018 18:41,@CNNisforRetards Talk about in the pocket!
Fender,7/19/2018 18:40,@john_buscarino So clean! ✨
Fender,7/19/2018 18:40,@GreenThumbAnthe 🤣
Fender,7/19/2018 18:39,@Giadach ❤️
Fender,7/19/2018 17:38,RT @muerdekeroyo: #guitar #guitarist Elvis &amp; @Fender Coronado II 1968 https://t.co/UKt556YthR
Fender,7/19/2018 17:28,@Huckelbuck1 🏆winner!
Fender,7/19/2018 17:28,@VintageAndRare Woo!
Fender,7/19/2018 16:40,@MikeDoyleComedy One big Fender family! 😍
Fender,7/19/2018 16:39,@BeardyBassMan 🙌
Fender,7/19/2018 16:21,@Gomer46 So glad you love yours! We appreciate the suggestion! 🤘
Fender,7/19/2018 16:10,@24wild_youth Shouldn't be too much longer now 😉
Fender,7/19/2018 16:03,@_tableforone Awesome tone Jordan! 🤘@john5guitarists @bradpaisley
Fender,7/19/2018 16:00,"What's your favorite type of fret? Why? 

Photo: Masterbuilder Dennis Galuszka 

https://t.co/EOPkSanZyv https://t.co/4InHjEj41q"
Fender,7/19/2018 15:59,"@DarrenRocksNo1 👋 ""How do you do?"""
Fender,7/19/2018 15:59,@TaotaoTasi 🤞😬
Fender,7/19/2018 15:58,@BassPlayerNow 😍😍😍
Fender,7/19/2018 15:57,@74jazzbass Couldn't agree more! ☕️
Fender,7/19/2018 3:00,"Head over to @premierguitar to watch their Rig Rundown with @U2's The Edge! 

https://t.co/YK2khpE0dm https://t.co/eUau3kpOLr"
Fender,7/19/2018 0:00,"It's easy to ignore cleaning your guitar, but it is essential if you want to preserve the life and playability of y… https://t.co/jUUIPvBadK"
Fender,7/18/2018 22:31,@mikebstnmnr @JezPennington Awesome shot!
Fender,7/18/2018 22:30,@Dr_Zwig We think so too! 🤘
Fender,7/18/2018 21:54,"RT @TheSmithsUtd: @Johnny_Marr @Fender Have to say, the JM sig Jaguar is one of the best guitars I’ve played, top work there 🤟"
Fender,7/18/2018 21:00,#ICYMI We created an EQ guide to the new Hot Rod IV amplifiers! Take a look and listen to how they sound in action!… https://t.co/sxmvEKgifG
Fender,7/18/2018 19:00,"Open-pore satin finish? Yes, please.

Learn more here: https://t.co/rfpOeJ1haf https://t.co/pcJzYaThQ5"
Fender,7/18/2018 15:00,Did you know the Fender Tune Player Pack features 65 different drum loops? Hear one in action with this Player Seri… https://t.co/00C1uq8uvq
Fender,7/18/2018 0:26,RT @AlexAllTimeLow: It’s a gourmet operation at the house of @Fender https://t.co/WQM0z7NpTJ
Fender,7/18/2018 0:25,@AlexAllTimeLow That Strat sure looks tasty 😋
Fender,7/18/2018 0:18,@ChicanoBatman Hope he loves it! 🤘
Fender,7/18/2018 0:06,@marzgtrz True definition of #FenderFamily 🤘
Fender,7/18/2018 0:03,@emmacmelton 😎
Fender,7/17/2018 21:52,@JayVlntyn1983 @darinmbob So sick! 🤘
Fender,7/17/2018 21:05,"@Goat5150 It's okay, we know what you meant 😉"
Fender,7/17/2018 21:00,Check out this beautiful #FenderCustomShop Telecaster crafted by Master Builder Paul Waller!… https://t.co/Cnm98dEAvO
Fender,7/17/2018 20:46,@bcorig Awesome! Happy playing 🤘
Fender,7/17/2018 20:40,@EthaanCarter So awesome! 🤘
Fender,7/17/2018 20:33,"RT @Digsy66: @Fender First rule of Tele Club .. Don’t mention Tele Club ... 
Second rule of Tele Club .. Don’t diss my Telecoustic ... http…"
Fender,7/17/2018 20:00,"Happy #NationalTattooDay to two of our extremely dedicated fans! Do you have any Fender tattoos?

Photos:… https://t.co/x6dACvqzxy"
Fender,7/17/2018 19:27,@MalinaMoye 🤘🤘🤘
Fender,7/17/2018 19:20,@brandyzdan Oh yeahhh 🤘
Fender,7/17/2018 19:00,We want to see photos of your #FenderTBucket! Post them with #FenderFanMail for a chance to get featured on the Fen… https://t.co/CMlr96K7vx
Fender,7/17/2018 18:56,RT @stellarcaster: @Fender It’s an absolute workhorse - simple and dependable design https://t.co/yE59NjuFGj
Fender,7/17/2018 17:00,"In honor of #WorldEmojiDay, we're challenging you to describe your Fender gear using only emojis. 🔊🥇💪 https://t.co/bPoFRZQWG5"
Fender,7/17/2018 16:50,@Jadestm The feeling is mutual Jade ❤️🎸
Fender,7/17/2018 16:44,"RT @DudeYork: listen to our new song, “What Would You Do If You Had Some Money Now?” and enter to win a @Fender Player Series Jazzmaster de…"
Fender,7/17/2018 15:00,"Check out this awesome Jazzmaster from the #FenderCustomShop, built by Dennis Galuszka. What would you name this gu… https://t.co/CZOHHqSL1r"
Fender,7/17/2018 0:30,"Time for a P Bass player shout out! Franz Lyons (@TURNSTILEHC), Nate Mendel (@foofighters), Este Haim (@HAIMtheband… https://t.co/9JVVq6KqRj"
Fender,7/16/2018 22:20,@tampachris Sweet! Happy playing 🤘
Fender,7/16/2018 21:33,"Read @RollingStone's interview with Kevin Shields of #MyBloodyValentine. In it, he reflects on how the Jazzmaster c… https://t.co/pWvdR5bZ7Z"
Fender,7/16/2018 19:00,"Challenge: tell us the first musician that comes to mind when you hear ""legend."" #PlaySomethingDifferent… https://t.co/oF4FCvSSRC"
Fender,7/16/2018 17:00,Bring your guitar to @toneshopguitars on Saturday 7/21 and receive one set of strings for FREE. Open from 10-6pm. S… https://t.co/0CKa1sSp3C
Fender,7/16/2018 17:00,#ICYMI: Keith Xander didn’t let his disability get in the way of his dream of being a guitarist. This is his story.… https://t.co/PjqeizhnUf
Fender,7/16/2018 16:33,@camlawecki Niceee 😏
Fender,7/16/2018 16:28,"In episode three of our Jazzmaster 60th Anniversary celebration, we sat down with Kevin Shields of… https://t.co/gKIIXCmGMF"
Fender,7/16/2018 16:23,@luxus7132 A Telecaster needs you too 😭
Fender,7/16/2018 16:20,@evokeproclivity Can't go wrong with a Fender 😎
Fender,7/16/2018 16:18,@TherealCuzzit We know the feeling 😍
Fender,7/16/2018 16:12,"@Mentalocrity Decisions, decisions... 🤔"
Fender,7/16/2018 16:10,@ghostxrevival Awesome! Glad to have you in the #FenderFamily 🤘
Fender,7/16/2018 16:07,@rogeliothe1975 A Stratocaster really wants you too 😉
Fender,7/15/2018 22:00,"What's your favorite #song that has ""summer"" in the title? 

In this photo: #Fender Newport Bluetooth Speaker… https://t.co/gXhEiikRIt"
Fender,7/15/2018 15:00,This Troublemaker Telecaster is stirring up a little mischief 😎 Learn more about it here: https://t.co/aHW1U19uPA… https://t.co/j0QEKluh3O
Fender,7/14/2018 19:00,.@moaningmusic is taking over the Fender Acoustics account TODAY! Follow the account here to keep up with them:… https://t.co/3lJx5v5enI
Fender,7/14/2018 15:00,Watch Saya Gray demo the new Fender Player Series Precision Bass. You may have heard her play alongside… https://t.co/yZoHHt0OVG
Fender,7/13/2018 20:35,"RT @sithlordhector: If you haven't noticed, I love @Fender a lot. What better, the jaguar, the acoustic stratocaster, the mustang or the ja…"
Fender,7/13/2018 20:23,@IAmSonnemm 🙌🙌🙌
Fender,7/13/2018 20:21,@griffin_teacher Great start to #FenderFriday! 🤘
Fender,7/13/2018 18:00,"Good luck for lefties this #FridayThe13th! Left-handed Jazzmasters are now available in Mod Shop. 

Check them out… https://t.co/OH7OaPdgiM"
Fender,7/13/2018 17:42,@omikhatib 😎🌎
Fender,7/13/2018 17:33,@MSKhimself Nice! Welcome to the Fender Family 🤘
Fender,7/13/2018 17:31,@MusgravesNaomi 😎🤘
Fender,7/13/2018 17:23,@officiallison 😉🎸
Fender,7/13/2018 17:01,@somber_father WE DO ❤️
Fender,7/13/2018 16:05,@guitarradioshow 😮
Fender,7/13/2018 15:00,Does this vintage ’59 Jazzmaster remind you of anything? An album maybe? Our Jazzmaster 60th Anniversary continues… https://t.co/YesTslRT7c
Fender,7/12/2018 23:33,RT @Brinskifromkc: I’ve had her for over 20 years. My 1997 @Fender American Precision Deluxe #Bass. I’ve had others but she’s still my go-t…
Fender,7/12/2018 21:59,Thanks @SheShredsMag for the great review of the Tweet Hot Rod Blues Deluxe! https://t.co/MBPaHYsPfO
Fender,7/12/2018 21:54,@JeffPartyka So rad! Hope you enjoy! 🤘
Fender,7/12/2018 21:01,Check out 'Harvest Love' the brand new track from the incredibly talented Australian singer-songwriter… https://t.co/dpZv6HnZOO
Fender,7/12/2018 20:16,@willyipmusic Hope you enjoy! 🤘
Fender,7/12/2018 19:00,RT @Johnny_Marr: Rehearsals. Comet Sparkle &amp; Lake Placid Blue @Fender https://t.co/LgmQUa7Iak
Fender,7/12/2018 18:37,@Logan_A_Myers Oh yeah 😎 Happy playing! 🤘
Fender,7/12/2018 18:36,@TheRyanHamilton Glad to hear it! 😄
Fender,7/12/2018 18:35,@somber_father Don't go 😢
Fender,7/12/2018 17:31,@elohimmusic Your dad shreds! 😮🤘
Fender,7/12/2018 17:00,#ThinlineThursday https://t.co/HiK179Jb5U
Fender,7/12/2018 16:35,RT @FenderGBI: We had a blast at the #FenderUndiscovered Artist of the Year 2018 final last night! Check out the full video to find out who…
Fender,7/12/2018 16:30,@MattBarnette Hi Matt! Lefty Jazzmasters are now available on Mod Shop: https://t.co/lvznUh1fgL
Fender,7/12/2018 16:09,@Johnny_Marr So pretty 😍
Fender,7/12/2018 16:02,@Marc_Leibowitz Oh yeah 😎🤘
Fender,7/12/2018 15:00,"“I love the simplicity of the P Bass. Volume and tone, that’s all you need.” — Franz Lyons, @TURNSTILEHC

Fender Pl… https://t.co/g55uec7Rm3"
Fender,7/12/2018 0:21,@revenantparis 😉
Fender,7/12/2018 0:21,@DoctorM Truth! 🙌
Fender,7/11/2018 22:46,@SIJFG Congrats! Happy playing 🤘
Fender,7/11/2018 20:52,@thepeacepirates Our pleasure 🙌
Fender,7/11/2018 20:50,@thepeacepirates Check it out! 😉 https://t.co/fHWUyn7Ou9
Fender,7/11/2018 20:47,@Brock_Davisson So awesome! Nothing can stop the music 🙌
Fender,7/11/2018 20:43,@haircutpolice You can never have too much tone 😎
Fender,7/11/2018 20:39,@thepeacepirates Thanks for bringing this to our attention! What an amazing story 🙌
Fender,7/11/2018 20:36,@Epiphone3351 You're in luck! Check it out: https://t.co/fz4h4VCqNP
Fender,7/11/2018 20:32,RT @DRAEMINGS: Our best friends and fairy godparents @Fender came to visit us and all of our guitar children at rehearsal one day. #PlaySom…
Fender,7/11/2018 20:30,Keith Xander didn’t let his disability get in the way of his dream of being a guitarist. This is his story. https://t.co/JYZHqmvidO
Fender,7/11/2018 20:09,@haircutpolice Uh oh! Our Consumer Relations team will do their best to help! You can contact them at consumerrelat… https://t.co/Ktoa3RTeHn
Fender,7/11/2018 17:56,What name would you give this sensation? https://t.co/OPa6EHJ0eY
Fender,7/11/2018 17:50,"@steve12x12 They're not as daunting as you might think! Check this out! 😎

https://t.co/biL3XS4Vrm"
Fender,7/11/2018 17:48,@dewaldlive1 Funky! 🤙😎
Fender,7/11/2018 17:42,@rondbard What a beautiful name! 👶
Fender,7/11/2018 17:41,@DamianFanelli Those are gonna sound great!
Fender,7/11/2018 16:58,"RT @GuitarWorld: .@Fender is turning heads with the latest addition to its Parallel Universe series, the Troublemaker Tele https://t.co/NJv…"
Fender,7/11/2018 16:51,@ITzATOMIC It's our pleasure! 🎸
Fender,7/11/2018 16:38,@RichNice2k1 You can do it Rich! 🤘
Fender,7/11/2018 16:28,@departuresuk We do our best 🤘🎸
Fender,7/11/2018 15:00,We blindfolded @john5guitarist and had him try to guess what guitar he was playing... Check out what he thinks abou… https://t.co/IH7kUu2U2F
Fender,7/10/2018 23:55,@MandolinChick 🤣
Fender,7/10/2018 23:11,@benncrane Thank you Benjamin! 🤘
Fender,7/10/2018 21:24,RT @HusbandryNYC: Doooope. Franz from @TURNSTILEHC in the new @Fender Player Series video. Rad to see Fender embracing young bands and know…
Fender,7/10/2018 21:21,"We herd it was #CowAppreciationDay so we thought we'd bring this photo out to milk it for what it's worth.

Photo:… https://t.co/UsEtqJMOzz"
Fender,7/10/2018 21:01,Learning theory is hard. Let us help you out with this Guitar Theory Cheat Sheet #TipTuesday… https://t.co/fIsduQ93T8
Fender,7/10/2018 20:06,@Rich_Jones7 In time my friend 🙌
Fender,7/10/2018 18:48,@zappagynbass We love you too!!
Fender,7/10/2018 18:30,@zappagynbass Check out this sweet Jazz Bass created by Masterbuilder Dennis Galuszka https://t.co/AoM3CBoZFz
Fender,7/10/2018 18:28,@zappagynbass You got it!
Fender,7/10/2018 18:28,@bender_cm That's a sweet guitar/amp combo you've got there Chris!
Fender,7/10/2018 18:12,@BillyHutton1 Sounding great Billy 🤘
Fender,7/10/2018 17:40,"RT @john5guitarist: Let’s get it on @Fender @RobZombie 
#john5 #fender #rockstar #gettingreadytohittheroad #twinsofeviltour2018 https://t.c…"
Fender,7/10/2018 17:18,@OhnoitsAvon Awesome! Happy playing 🤘
Fender,7/10/2018 17:15,"@Tom_Dom Stoked for you, Tom 🤘"
Fender,7/10/2018 17:03,"@Rich_Jones7 That's quite the collection, Rich! You can never have too many Strats 😎"
Fender,7/10/2018 17:00,Happy #TeleTuesday! https://t.co/wVxXM96ago
Fender,7/10/2018 16:39,@chloeadamsmusic Awesome! Enjoy 🤘
Fender,7/10/2018 16:35,"#WhatIdDoWithoutElectricity Break out the acoustic, of course! https://t.co/o1X1AYXZs5"
Fender,7/10/2018 16:16,@SusiS95 What a beauty 😍
Fender,7/10/2018 16:14,@RexCrumpacker Congrats! Happy playing 🤘
Fender,7/10/2018 15:00,"Approaching bass playing from his past as a drummer, Franz Lyons of @TURNSTILEHC uses the Precision Bass as a found… https://t.co/LKM1Wj9rRG"
Fender,7/10/2018 0:00,Check out this beautiful Fender Custom Shop #Stratocaster by Kyle McMillin! 💯 https://t.co/MHyK0AGsUb
Fender,7/9/2018 23:26,@yellowdinosaure Do it! 🤘
Fender,7/9/2018 23:24,@LaurenAmusic Aww 🤘
Fender,7/9/2018 22:27,#MondayMotivation #FenderPlay https://t.co/0NjeaeT0Fo
Fender,7/9/2018 21:00,#ICYMI Check out these must-watch performances from the Fender Stage at the @thegreatescape festival!… https://t.co/DrkZFsDAaW
Fender,7/9/2018 20:48,@dookmun @JimmyPage 😏 hmmmm....
Fender,7/9/2018 19:24,"RT @rorygallagher: Rory on this day in 1986 playing his ‘61 @fender Strat at the Palau Blaugrana in Barcelona, photo by Lucas Korneya. http…"
Fender,7/9/2018 19:23,@Brinskifromkc She's lovely 😍
Fender,7/9/2018 19:22,@RandiciousO So awesome!
Fender,7/9/2018 19:08,@shigitywhat_ You're welcome 😎
Fender,7/9/2018 19:05,@BraydenWhitee Why thank you! ☺️
Fender,7/9/2018 18:59,@edm272 Right on! Happy playing 🤘
Fender,7/9/2018 18:37,@garolipro Beautiful pic! 😍
Fender,7/9/2018 18:34,@whodafrikisnick Awesome! Happy early birthday 🎂
Fender,7/9/2018 18:23,@sithlordhector That's like having to choose your favorite child 😢
Fender,7/9/2018 18:21,@JjMuzak Glad to help! 😄
Fender,7/9/2018 18:20,@JeffPartyka Congrats Jeff! We're #stoked for you too 🤘
Fender,7/9/2018 18:11,RT @totally_tod: New @Fender American original 50s Strat https://t.co/LFFsPDPlyX
Fender,7/9/2018 17:41,RT @toneshopguitars: Need a restring? We got you covered. Free #restring event sponsored by @Fender is coming up. Get the details: https://…
Fender,7/9/2018 16:18,@devinmmcgee @Dustinmckamie Sweet! Happy playing 🤘
Fender,7/8/2018 15:00,"Fill in the blank: I play Fender Telecaster because _____

Fender Player Series: https://t.co/GmNebl1kV3 https://t.co/JFX5bFtYex"
Fender,7/7/2018 22:00,Happy #Straturday! Check out this awesome #sunburst neck created by @jaypaintsprayer at the Fender #CustomShop!… https://t.co/eljHJtE3qt
Fender,7/7/2018 19:00,"All-Mahogany, anyone?

Learn more about our #FenderParamountSeries acoustics here: https://t.co/XaTTf7sXGH https://t.co/XYrrMO0bQ4"
Fender,7/7/2018 16:03,RT @muerdekeroyo: #guitar @Fender Custom Shop '56 Stratocaster NOS (Surf Green) https://t.co/5M0nNSMWR1
Fender,7/7/2018 15:00,"Can't stop watching.
📸: @jaypaintsprayer 

#satisfying #satisfyingvideo https://t.co/lB205laT0H"
Fender,7/7/2018 0:00,"We’d like to thank all the awesome players out there for participating in the second annual #Fender4thChallenge, ch… https://t.co/fUvGZzboKj"
Fender,7/6/2018 23:30,"We’d like to thank all the awesome players out there for participating in the second annual #Fender4thChallenge, ch… https://t.co/9o8RkqCvfX"
Fender,7/6/2018 22:45,"We’d like to thank all the awesome players out there for participating in the second annual #Fender4thChallenge, ch… https://t.co/5EuoqWXlhl"
Fender,7/6/2018 22:13,@chrispyriffs You won't regret it! 😎
Fender,7/6/2018 22:12,"@dkrae The Troublemaker Tele will be available on the website soon, but in the meantime you can check with your loc… https://t.co/KZg8vCgOAp"
Fender,7/6/2018 22:01,@JimmyLeeUS Sounds amazing! 🤘
Fender,7/6/2018 21:57,"We’d like to thank all the awesome players out there for participating in the second annual #Fender4thChallenge, ch… https://t.co/eT0TuxgHho"
Fender,7/6/2018 19:00,#ICYMI: Jeff Gitty demos the new Fender Player Series #Telecaster. You may have heard him with @thestepkids as well… https://t.co/EMGWp4s7oZ
Fender,7/6/2018 19:00,Do you start a song with your acoustic or electric guitar? #FenderParamountSeries https://t.co/MRXLfLHDnp
Fender,7/6/2018 18:52,@giltray Sweet setup! 🤘
Fender,7/6/2018 18:51,@johnnybeane @GuitarPlayerNow 🙌🙌🙌
Fender,7/6/2018 18:48,RT @muerdekeroyo: #guitar @Fender Doublecaster Custom Shop 2002 https://t.co/suDHV8S1df
Fender,7/6/2018 16:45,@cloudshillmusic Every Friday is #FenderFriday 😎
Fender,7/6/2018 16:43,@CrazeAria Our Consumer Relations team will do their best to help! You can contact them at consumerrelations@fender.com or 1-844-202-0924.
Fender,7/6/2018 16:10,@waelkins Not at all! 😏
Fender,7/6/2018 15:00,For the next few weeks we’ll be sharing some of our favorite Fender pairings. This week’s suggestion: Player Series… https://t.co/K4Hcze8vkP
Fender,7/6/2018 0:28,@holyshitipooped Always both 😎
Fender,7/6/2018 0:28,@saraseafoam Never! 😆
Fender,7/5/2018 23:00,"Where do you keep your acoustic when you aren't using it?

Learn more about our California Series line here:… https://t.co/C9hN7rI1xx"
Fender,7/5/2018 22:42,@thejennievee You know it 😎🤘
Fender,7/5/2018 22:05,RT @thejennievee: Me and my @Fender mustang bass 💪🏻🎶🎸 https://t.co/6xzGVh6wYE
Fender,7/5/2018 21:49,@JJRosaOfficial @FenderGBI Locked in! 🤘
