handle,time,tweet
gibsonguitar,4/22/2015 18:14,"#LesPaul Traditional 2015 (Heritage Cherry Sunburst)...traditional tone...no weight relief
 http://t.co/DFEPtQHJf6 http://t.co/hcemHxoIyp"
gibsonguitar,4/22/2015 17:52,.@JohnnyAOfficial Signature (in Sunset Glow) http://t.co/WukFPiHgW5 @CustomGibson Shop #Nashville http://t.co/WhHzDGoQZb
gibsonguitar,4/22/2015 17:12,"Sir @PaulMcCartney says it's ""cool"" to be back on the pop charts with @kanyewest and @rihanna http://t.co/QgsOn3DyfF  @AnneErickson"
gibsonguitar,4/22/2015 16:50,.@RonnieWood signing the first 50 of his new Signature @CustomGibson guitar! @RollingStones http://t.co/Uea2NgUfsM
gibsonguitar,4/22/2015 16:12,RT @CakewalkInc: Mix and Share Music with Music Creator 7. https://t.co/m4kr5ZmiGb
gibsonguitar,4/22/2015 16:02,Thanks for dropping by @Sam_Bush! #GibsonSignatureArtist #mandolin #wizard #GibsonBus http://t.co/i6FfkkMA46
gibsonguitar,4/22/2015 14:58,RT @JBONAMASSA: Two burst in a white chair. http://t.co/aVR0HrKyhe
gibsonguitar,4/21/2015 23:18,"Just back from RRHOF New Inductee Ceremony @ cleveland, OH = t shirt has ALL Gibson guitars on it #gibsonbus http://t.co/uqlVKgdTyS"
gibsonguitar,4/21/2015 21:09,"#LesPaul Deluxe 2015 (Wine Red, Pelham Blue, Heritage Cherry Sunburst, Gold Top) Which one? http://t.co/q8Qqwp6pSX http://t.co/fL9ZHdPPUn"
gibsonguitar,4/21/2015 20:08,"Gibson Pure Cables (12', 18', 25') silent plugs, low handling noise, lifetime guarantee http://t.co/fO10boRdXq http://t.co/Cy5BIXHBpj"
gibsonguitar,4/21/2015 19:01,Michael Poulsen of @VOLBEAT (Photo: @CTDags23) http://t.co/NBlsxdiYKS
gibsonguitar,4/21/2015 18:55,"RT @Epiphone: Tony Iommi, Björn Gelotte and Epiphone Pres Jim Rosenberg at Musikmesse! http://t.co/eadUWwCEVf"
gibsonguitar,4/21/2015 18:39,"Happy Birthday, @IggyPop!"
gibsonguitar,4/21/2015 18:24,RT @CustomGibson: '54 LP Reissue VOS in Cardinal Red http://t.co/VUFoWvMy3k
gibsonguitar,4/21/2015 18:23,"RT @CakewalkInc: Composition, Performance, or Sound Design - Rapture Pro adapts to your workflow! http://t.co/p3A8TTuC5a http://t.co/GAFTK2…"
gibsonguitar,4/21/2015 18:13,RT @jasonhook_5fdp: Pre-show warm up Tucson AZ #5fdp @chriskurtz @twittermusic https://t.co/iXvYnPgKzs
gibsonguitar,4/21/2015 17:48,Thanks for dropping by @RealAliceCooper! #GibsonBus http://t.co/LXfkojRLuM
gibsonguitar,4/21/2015 16:28,ES-339 2015...#heavenlytones from our popular Burstbucker 1 &amp; 2 pickups! http://t.co/iB7HElxmVZ #GibsonMemphis http://t.co/e6QghlWtVp
gibsonguitar,4/21/2015 15:47,Great #Musikmesse2105 photo recap on new #GibsonFamily member @HarmonyCentral http://t.co/U437qNohQd Thanks @Craig_Anderton!
gibsonguitar,4/21/2015 15:36,1941 SJ-100...beautiful spruce top/mahogany back &amp; sides produce superb tone http://t.co/wnLepQI9gW @GibsonAcoustic http://t.co/MoAiIUiQDe
gibsonguitar,4/21/2015 15:28,"MT @jennialpert: Back in the saddle, you have been missed...out on the town with Mr. #390p90 this PM http://t.co/AHHvsoaalx"
gibsonguitar,4/21/2015 15:26,"RT @John_Frech: Guitars, guitars and more guitars! @CustomGibson Shop in Nashville http://t.co/MEglQfx67j #PlayThemAll"
gibsonguitar,4/21/2015 15:25,Anyone pick up anything cool on #RecordStoreDay? Show us your new #vinyl!
gibsonguitar,4/21/2015 15:23,"Lesson time! Learn the ""BB King 'Box' Position"" http://t.co/N1beliQobg #Blues #GibsonSkillsHouse"
gibsonguitar,4/20/2015 22:35,#LesPaul #heaven #musikmesse2015 http://t.co/jzdk4WPwYO http://t.co/zyrELtzR6C
gibsonguitar,4/20/2015 21:46,True Historic 1958 #LesPaul (Vintage Dark Burst) from the @CustomGibson Shop in Nashville #OneOff http://t.co/JIASRGaJtU
gibsonguitar,4/20/2015 19:58,"ES-Les Paul Cobra Burst 2015...powerful tones, lightweight, PAF-style MHS pickups...details: http://t.co/uzA2SMvrGK http://t.co/o0nSdDdI9H"
gibsonguitar,4/20/2015 19:52,RT @EM_Magazine: .@CakewalkInc Announces Rapture Pro for Mac and Windows http://t.co/TAl5DqhXf8 http://t.co/Mc2Z7qoqhC #musikmesse2015
gibsonguitar,4/20/2015 19:39,"RT @AnneErickson: Five @GibsonGuitar Pro Audio Artists to Follow on Twitter, including @JasonHook_5fdp, @BillyMorrison and more: http://t.c…"
gibsonguitar,4/20/2015 19:39,"RT @gibsonespanol: #FotosGibson #AmigosGibson
Juan Samper @jfsamper @gibsonguitar http://t.co/dlyTY59tuR"
gibsonguitar,4/20/2015 15:16,SG Standard 2015 (Heritage Cherry)...so many new improvements for 2015! Check 'em out: http://t.co/7VchUlsSWl #beast http://t.co/yb6gvkJVzq
gibsonguitar,4/20/2015 15:13,Fans were amazed at the #LesPaul Reference Monitors at #Musikmesse2015! Take a closer look: http://t.co/8Q9BIOaQYh http://t.co/El744dSWnJ
gibsonguitar,4/20/2015 15:07,"RT @JBONAMASSA: Thank you @CustomGibson for such an awesome lineup of ""What's my name again?"" guitars.. http://t.co/OqcKhTxAG5"
gibsonguitar,4/20/2015 15:06,Why choose @StantonDJ4LF? These respected artists tell/show you why! http://t.co/BYztHzKWrP #GibsonMusicLifestyle @AnneErickson
gibsonguitar,4/18/2015 19:09,Up close with the #LesPaul Supreme 2015 (Seafoam Green) #Musikmess2015 #GibsonAtMusikmesse http://t.co/JlN0GWifNl
gibsonguitar,4/18/2015 19:06,.@StantonDJ4LF pumpin' the jamz at the Gibson Brands booth #Frankfurt #GibsonMusicLifestlye #GibsonAtMusikmesse http://t.co/712DobsUbb
gibsonguitar,4/18/2015 19:03,"RT @Onkyo_USA: #AVTweeps, time is almost up to win our new CP-1050 Turntable in celebration of #RecordStoreDay. #NowPlaying here: https://t…"
gibsonguitar,4/18/2015 18:36,.@AlarmOfDeath Sure...here's the link to the LG-2 American Eagle from @GibsonAcoustic http://t.co/unkN1cNHrY
gibsonguitar,4/18/2015 18:35,RT @NiklasSchehr: Look who I found on musikmesse! Smile more :) @RomanAtwood @thepeacepirates http://t.co/A8MvF4gnlO
gibsonguitar,4/18/2015 17:47,Play...Record...Listen! #Frankfurt #GibsonMusicLifestyle #GibsonAtMusikmesse http://t.co/t7x4VV8MLe
gibsonguitar,4/18/2015 17:42,Beauty and innovation from @PhilipsSound! So proud they are a part of the #GibsonMusicLifestyle #GibsonAtMusikmesse http://t.co/W6rCtpzDCs
gibsonguitar,4/18/2015 17:34,One of the most popular spots at the Gibson Brands booth @musikmesse #GibsonMemphis #WallOfAwesome #GibsonAtMesse http://t.co/rzme3WwTLh
gibsonguitar,4/18/2015 16:21,RT @CakewalkInc: #SONAR Platinum and @Celemony Melodyne delighting vocalists at #MusicMesse 2015 in the @gibsonguitar Brands booth. http://…
gibsonguitar,4/18/2015 14:46,Ricky @Byrdman20 from @joanjett &amp; The Blackhearts for @Rock_Hall of Fame induction #GibsonBus http://t.co/sgWeVDHZWK
gibsonguitar,4/17/2015 19:45,.@Steel_Panther's @Satchel666 @KramerGuitarsUS Signature Pacer at @musikmesse 2015! #GibsonFamily #GibsonAtMusikmesse http://t.co/NVdA8uvkLb
gibsonguitar,4/17/2015 18:01,Limited Run - 1959 ES-175D Figured VOS 2015 http://t.co/AAJf1bxdKr #GibsonMemphis #Jazz #Elegance http://t.co/GOkq8BNpw4
gibsonguitar,4/17/2015 17:31,.@TonyIommi with his Signature @Epiphone SG...coming soon! #Musikmesse #GibsonFamily @BlackSabbath http://t.co/7jqTTIPzIA
gibsonguitar,4/17/2015 17:11,"Gibson bus @ Rock n Roll Hall of Fame..
Here for New Inductees this weekend!!!! http://t.co/LD03LVrWDo"
gibsonguitar,4/17/2015 16:08,.@PhilipsSound's amazing M1X-DJ Sound System Docking Station &amp; Bluetooth at @Musikmesse #GibsonMusicLifestyle http://t.co/elOCqOkRrp
gibsonguitar,4/17/2015 15:57,RT @brookbanktv: Nice to see @gibsonguitar sitting outside @rock_hall right now in downtown #Cleveland. #RockHall2015 #thisiscle http://t.c…
gibsonguitar,4/17/2015 15:57,RT @GuitarMagazine: The $2 million guitar that travels with its own bodyguards: the @gibsonguitar Eden Of Coronet at #musikmesse http://t.c…
gibsonguitar,4/17/2015 15:22,The architect of metal! MT @BIMMDublin: FAN MOMENT! Legend @tonyiommi at @gibsonguitar @Epiphone stand @Musikmesse http://t.co/sg49D0JPCF
gibsonguitar,4/17/2015 15:11,The great @TonyIommi at the Gibson Brands booth with @Epiphone President Jim Rosenberg #Musikmesse 2015 #GibsonFamily http://t.co/SKaGzNQDoS
gibsonguitar,4/17/2015 14:53,RT @ronniewood: Getting ready to present my new guitar with @gibsonguitar http://t.co/eAc4KbhnhZ
gibsonguitar,4/17/2015 14:53,RT @GuitarMagazine: .@gibsonguitar teases us with its forthcoming True Historic Les Pauls at #musikmesse http://t.co/Mi2AX6RxbE
gibsonguitar,4/16/2015 22:59,"Darlene Love on Gibson bus in Cleveland, OH.
Here for RRHOF new inductees ceremony this weekend :) http://t.co/wgjd7m18LK"
gibsonguitar,4/16/2015 21:51,Material Handler - Epiphone job at Gibson Guitar - Nashville http://t.co/QwYRyRi1zq #Indeed #jobs
gibsonguitar,4/16/2015 20:59,MT @ImportMusicUSA: #musikmesse2015 http://t.co/5H0dLC0YWH #GibsonAtMusikmesse
gibsonguitar,4/16/2015 20:04,1959 #LesPaul Reissue Quilt (in Aqua Blue) #OneOff @CustomGibson #Nashville http://t.co/cX9JFWzcRL
gibsonguitar,4/16/2015 19:30,"Beautiful J-15...hand-crafted in Bozeman, Montana from @GibsonAcoustic Details: http://t.co/UaTadPYtwV http://t.co/jKKnNTJTyG"
gibsonguitar,4/16/2015 17:05,#GibsonAtMusikmesse 2015 #GibsonFamily @StantonDJ4LF @PhilipsSound @Onkyo_USA @KRKSYS @CerwinVegaPro @CakewalkInc http://t.co/JppZZCMtMQ
gibsonguitar,4/16/2015 16:56,"RT @mouzOnmars: so much fun at #musikmesse with the #Gibson guys!
Awsome! Check it out if you are close and make sure… https://t.co/HVPOkvd…"
gibsonguitar,4/16/2015 15:05,Gibson Brands CEO &amp; Chairman Henry Juszkiewicz spoke about the acquisition of http://t.co/OON8OECy7w http://t.co/gq83fYBAky #GibsonFamily
gibsonguitar,4/16/2015 14:30,.@TonyIommi to visit @Epiphone booth for @Musikmesse 2015! http://t.co/2GLcyG9GR8 #GibsonFamily #GibsonAtMusikmesse http://t.co/PhsUeciWDf
gibsonguitar,4/16/2015 14:27,RT @SongwritingMag: New reference monitor speakers get the iconic @GibsonGuitar Les Paul treatment... http://t.co/iScbBawfWx http://t.co/Rs…
gibsonguitar,4/16/2015 14:25,RT @ImportMusicUSA: @gibsonguitar @gibsonespanol #musikmesse2015 http://t.co/RW4AzYT71c
gibsonguitar,4/16/2015 14:24,RT @Audiofanzine: this might be a first. Looks like  @gibsonbrandsus and @gibsonguitar are flying high this year at #musikmesse2015 http://…
gibsonguitar,4/16/2015 14:24,"RT @warren_dsouza: Worlds most expensive guitar @gibsonguitar @GibsonIndia at @musikmesse tipped at USD 2000,000 #musikmesse2015 http://t.c…"
gibsonguitar,4/16/2015 14:23,RT @CakewalkInc: Try the #NewSONAR at #MusicMesse in the @gibsonguitar​ Booth (Hall 4.0 J60) and the @TASCAMpro​ Booth (Hall 5.1 A82). http…
gibsonguitar,4/15/2015 21:15,RT @stevemckenna99: Me and my dad are loving the lead and rhythm harmonies on the #thinlizzyDLC cheers @Rocksmithgame and @gibsonguitar htt…
gibsonguitar,4/15/2015 19:42,1959 #LesPaul Reissue VOS (in Red Tiger) from @CustomGibson #OneOff http://t.co/ZiQdpfz63d
gibsonguitar,4/15/2015 19:37,#LesPaul Reference Monitors - here's their story http://t.co/8Q9BIOaQYh @musikmesse #GibsonAtMusikmesse http://t.co/fq1h2KUgdZ
gibsonguitar,4/15/2015 19:34,"RT @premierguitar: #Musikmesse - @gibsonguitar showed off the ""Eden of Coronet,"" a $2M SG with tons of bling. http://t.co/mR4bUmYa4s"
gibsonguitar,4/15/2015 19:13,RT @gibsongermany: Who is going to #Musikmesse in Frankfurt? The gates open this morning. #gibson #lespaul #gibsonsg #musikmesse2015 http:/…
gibsonguitar,4/15/2015 18:46,RT @MordhorstMusic: @gibsonguitar Musikmesse Frankfurt / Germany http://t.co/8wFqBVaRst
gibsonguitar,4/15/2015 18:46,RT @CakewalkInc: The new Rapture Pro (just announced) on display with SONAR Platinum and @gibsonguitar​ Brands at #MusicMesse 2015! http://…
gibsonguitar,4/15/2015 18:45,RT @bushveldandy: Thanks @gibsonguitar for building fantastic instruments! Just put on a new set of strings. Love my Angus Young SG😍 http:/…
gibsonguitar,4/15/2015 17:00,Nice! MT @AnneErickson: Metal Band of Robots Uses the @CerwinVegaPro! P-Series: http://t.co/G63iD4S3TN #GibsonMusicLifestyle
gibsonguitar,4/15/2015 16:55,"Lesson time! ""Pentatonic Scales"" http://t.co/Nsn7uxoIpj #GibsonSkillsHouse"
gibsonguitar,4/15/2015 16:37,"Trini Lopez ES-335 Ebony 2015...diamond f-holes, Firebird headstock, Burstbucker Pro tone http://t.co/3RS8r25bRD http://t.co/RGefBN2z7l"
gibsonguitar,4/15/2015 16:25,"RT @BlackSabbath: Tony &amp; Ozzy on stage Jan 13, 1973 in Melbourne http://t.co/Dq3HXBRyb4"
gibsonguitar,4/15/2015 16:18,RT @JBONAMASSA: Linny 9-1948 and Spot 9-1688 got to go home again after 56 years. Bucket list trip for me.... http://t.co/ow7Y0RTJYc
gibsonguitar,4/15/2015 16:09,Can't wait!! https://t.co/Bi51REL322
gibsonguitar,4/15/2015 15:51,Gibson shirts are all over @musikmesse! Get yours here: http://t.co/M0dg9BbJ1G #GibsonAtMusikmesse #Frankfurt http://t.co/Hgx1DiIwzQ
gibsonguitar,4/15/2015 15:42,Gibson Brands AirDome at @Musikmesse 2015! #GibsonAtMusikmesse #Frankfurt http://t.co/UWXKFAZGFV
gibsonguitar,4/14/2015 22:53,"RT @TGRWorkshop: Very cool 70's @gibsonguitar Les Paul refretted, new nut set up etc. 10-60 gauge strings, @EMG_PICKUPS, massive tone! http…"
gibsonguitar,4/14/2015 22:52,"RT @gibsonespanol: Gibson Custom
@gibsonguitar http://t.co/13qKt4gSil"
gibsonguitar,4/14/2015 22:52,RT @GibsonWiz1: TASCAM Release New Portastudio http://t.co/E7sngbswi1 @TASCAMpro @gibsonguitar
gibsonguitar,4/14/2015 20:23,1974 #LesPaul Custom Reissue (in Vintage Classic White) @CustomGibson #OneOff http://t.co/z2jUADJgbv
gibsonguitar,4/14/2015 18:26,"Lesson time! Learn to play @Soundgarden's ""Spoonman"" http://t.co/qGnBLAD3GL  @ChrisCornell #GibsonSkillsHouse"
gibsonguitar,4/14/2015 16:56,10 Hot Classic Rock Tours in 2015 http://t.co/c5KNKzd5XU (Photo/story: @AnneErickson) http://t.co/KqxT9d6RE4
gibsonguitar,4/14/2015 16:48,"Proud to announce Gibson Brands has acquired http://t.co/OON8OECy7w, the premier website for all types &amp; levels of musicians @HarmonyCentral"
gibsonguitar,4/14/2015 16:33,Who's coming to @Musikmesse 2015 in Frankfurt?
gibsonguitar,4/14/2015 16:10,1964 ES-345TDC Figured VOS 2015 (in Sixties Cherry) http://t.co/mIlYKz3JwS #GibsonMemphis http://t.co/TJuxzuH547
gibsonguitar,4/14/2015 15:40,Can't wait for @Musikmesse 2015 to open its doors! We're ready to have some fun! #GibsonAtMusikmesse #Frankfurt http://t.co/SdjEuacUGe
gibsonguitar,4/13/2015 21:37,#LesPaul Standard Gloss (in Faded Cherry) from @GibsonCustom #OneOff http://t.co/uts4pK0Az2
gibsonguitar,4/13/2015 21:33,RT @CakewalkInc: How to Create Depth with Reverb: #Vocals #SONAR http://t.co/rAVzttSHjT http://t.co/FtPs8H6kXx
gibsonguitar,4/13/2015 20:40,RT @GibsonWiz1: See the NEW ES-Les Paul Bass 2015! Iconic Les Paul Looks With Classic Semi-Acoustic Sound and Feel http://t.co/eAKsdQMOGx @…
gibsonguitar,4/13/2015 20:37,"RT @JoePerry: #TBT on stage with @IamStevenT when @Aerosmith played Sydney, Nova Scotia, Canada. 
Photo by: @zwhitford http://t.co/UTW5075x…"
gibsonguitar,4/13/2015 20:34,RT @JBONAMASSA: Here we see the moment that I dropped my jazz 3 into the 1952 ES-5 and my elaborate pencil and chewing gum solution. http:/…
gibsonguitar,4/13/2015 20:14,1928 L-1 Blues Tribute http://t.co/aCXA6qte3K #KingOfTheBlues @GibsonAcoustic http://t.co/ApyTJaIquL
gibsonguitar,4/13/2015 20:10,"Here's the scoop on Gibson ""5 Star Dealers"" http://t.co/PffyXcKJ5y @GibsonAcoustic #CreamOfTheCrop http://t.co/V7mTu3Gysn"
gibsonguitar,4/13/2015 18:24,We're in Frankfurt setting up for @Musikmesse 2015! So many big surprises...stay tuned!! http://t.co/BmpkVXCFwh
gibsonguitar,4/13/2015 18:00,Wha?? EPIC!! RT @jasonhook_5fdp: Quite possibly the coolest pool I have ever seen! @Gibsonguitar https://t.co/3lTT1Q1NMd
gibsonguitar,4/13/2015 17:49,Johnny A. Model Quilt (in Fire Tiger) #OneOff from @CustomGibson @JohnnyAOfficial http://t.co/g2tE3cJdLv
gibsonguitar,4/13/2015 15:25,.@MirandaLambert with her ES-339 #PinkPower (Photo: @CTDags23) http://t.co/tcxDlYOROH
gibsonguitar,4/13/2015 15:18,More fun pics of Gibson Brands in #Dubai for the Middle East Film and Comic Con http://t.co/kdlyuNpGN9 @MEFCC http://t.co/IKbEY1kmtk
gibsonguitar,4/13/2015 15:15,.@PremierGuitar profiles @JoanJett's Gibsons http://t.co/Y1sxStzpy1
gibsonguitar,4/12/2015 11:52,Senior Software Engineer job at Gibson Guitar - Boston http://t.co/e2qqyz0A1t #Indeed #jobs
gibsonguitar,4/11/2015 20:46,http://t.co/2iEH0dQY1O
gibsonguitar,4/11/2015 20:45,#gibsonbus.   Rythm &amp; blooms festival! Demo Gforce tuning to bus guests
gibsonguitar,4/11/2015 16:11,Unleashing #GForce at Middle East Film and Comic Con @MEFCC #Dubai http://t.co/WCIVkKgsBC
gibsonguitar,4/11/2015 0:40,".@RustedRoot killing it BIG it in St. Augustine, FL! http://t.co/RIPnwkKn9C"
gibsonguitar,4/10/2015 23:29,"#gibson guitar bus.  Rhythm n' blooms festival knoxville,Tn http://t.co/WG9jhwpHsl"
gibsonguitar,4/10/2015 23:23,"#gibson bus
First day of Rhythm n' blooms festival knoxville,tn http://t.co/JnY0ruxr65"
gibsonguitar,4/10/2015 23:21,What would you name her? http://t.co/kg4CEdCDmc
gibsonguitar,4/10/2015 21:10,Coming soon from the @CustomGibson Shop... #LesPaul Custom (Rattler Burst) http://t.co/mZIfug42Dz
gibsonguitar,4/10/2015 17:45,Hummingbird Quilt from @GibsonAcoustic #BozemanMontana #prettybird http://t.co/kVnbCJlw7D
gibsonguitar,4/10/2015 17:33,.@IronMaiden albums upgraded for @iTunes http://t.co/NN4bPppv3f #UpTheIrons
gibsonguitar,4/10/2015 14:07,RT @ChrisToft1986: It's #flametopfriday and this beauty is 11 years old now! @gibsonguitar @customgibson… https://t.co/Yfu4BHIPYN
gibsonguitar,4/10/2015 12:33,RT @JBONAMASSA: What do you say Spot? Wanna go play 22 shows in North America starting tonight in Montreal with me? http://t.co/Y5EiJPbuft
gibsonguitar,4/10/2015 12:20,.@CustomGibson's #LesPaul “Dutchburst” receive rave review from @MusicRadar http://t.co/Sge1PjcyA7 http://t.co/hb4Fz0fy8x
gibsonguitar,4/10/2015 12:07,Totally loving @TASCAMPro's exciting new 24-track digital Portastudio! http://t.co/oXFd7ENEVJ #GibsonFamily http://t.co/RbWY9OBNX0
gibsonguitar,4/9/2015 18:37,"RT @LZZYHALE: Here's @jasintodd ...the man, the legend...rocking my signature @gibsonguitar and looking damn good… https://t.co/gdIbQqWH5a"
gibsonguitar,4/9/2015 15:25,.@MickJagger says there is hope for a new @RollingStones album http://t.co/J18sbbejCW #shadoobie
gibsonguitar,4/9/2015 13:31,Back in the day... #tbt http://t.co/hUKTkssLVk
gibsonguitar,4/9/2015 13:26,RT @roberto_diana: Love this 60's @gibsonguitar amplifier ! #gibson #gibsonfalcon #falcon #amplifier #guitar #electricguitars http://t.co/A…
gibsonguitar,4/9/2015 13:23,SG Special 2015 (Heritage Cherry)...a full 2-octave reach...24 fret neck...our best value SG! http://t.co/gnv2rWCXG8 http://t.co/nEZPHOjnCQ
gibsonguitar,4/9/2015 7:09,Skilled Manufacturing Labor job at Gibson Guitar - Memphis http://t.co/cUwUypBtg9 #Indeed #jobs
gibsonguitar,4/8/2015 21:36,".@Metallica's @RobertTrujillo discusses the band's new album (in a word...""heavy!"") Details: http://t.co/qDUnr68TYB Thx @AnneErickson #one"
gibsonguitar,4/8/2015 21:30,"RT @gibsonespanol: Robert Zakaryan 
@RobAdelita @adelitasway @gibsonguitar 
Foto: Lizzy Davis http://t.co/hLB1KqBCW3"
gibsonguitar,4/8/2015 17:46,"If you could jam for an hour with any artist/band (past or present), who would you choose? http://t.co/8VWERvYBV1"
gibsonguitar,4/8/2015 16:23,RT @CustomGibson: New. '74 Custom Reissue. All have Ebony fingerboards. http://t.co/E21CzSGWZR
gibsonguitar,4/8/2015 16:13,RT @AnneErickson: Joan Jett Says Women in Rock Don't Get the Notice Pop Girls Do: http://t.co/kvaxMdvveY @GibsonGuitar @JoanJett
gibsonguitar,4/8/2015 15:55,Les Paul 6 Reference Monitors represent an amazing new level of performance in studio monitors http://t.co/uVSTc6h5lL http://t.co/054dbrby06
gibsonguitar,4/8/2015 12:40,'57 Black Beauty Reissue VOS from the @CustomGibson Shop #OneOff http://t.co/BzAREPj2dB
gibsonguitar,4/7/2015 20:14,Who's going to #Musikmesse next week in Germany? We'll be there in full force w TONS of goodness and #GibsonMusicLifestyle! Come see us!
gibsonguitar,4/7/2015 20:11,TEAC suppliers meeting with Henry==GOOD STUFF! http://t.co/1HmN2lI4O2
gibsonguitar,4/7/2015 20:08,"Jimmy V, baby! MT @JimmyVMusic: No.1 @gibsonguitar '53 LP @TeamCoco ""If it ever came down to one guitar!"" Golda http://t.co/6r2ffxDD36"
gibsonguitar,4/7/2015 18:17,#LesPaul Deluxe 2015 (Heritage Cherry Sunburst) with smokin' NEW LP Mini Humbuckers! Look: http://t.co/q8Qqwp6pSX http://t.co/3DHlj9nkNg
gibsonguitar,4/7/2015 18:04,#GibsonFamily  https://t.co/934oc4tsBw
gibsonguitar,4/7/2015 17:59,1963 ES-335TDC Figured VOS 2015 (in Sixties Cherry) ... Details/specs: http://t.co/r4YnakXydy #GibsonMemphis http://t.co/MgqYkiceYy
gibsonguitar,4/7/2015 17:11,RT @ddlovato_56: Truly my new love @gibsonguitar http://t.co/MH4l3zD7kS
gibsonguitar,4/7/2015 17:01,"A big HOWDY to suppliers for TEAC who just arrived from Japan!!!
They will spend this week in Nashville &amp; Memphis :) http://t.co/FdKmlxyJZD"
gibsonguitar,4/7/2015 16:01,'59 #LesPaul Standard Reissue (in Faded Tobacco VOS) http://t.co/NwxbYweewr The @CustomGibson Shop http://t.co/Ayz4MyUXP5
gibsonguitar,4/7/2015 15:14,"RT @SpotCountry: One-of-a-kind #ChrisKyle Les Paul @gibsonguitar, commissioned by @TimMontana, will be auctioned for @Guardian4Heroes http:…"
gibsonguitar,4/7/2015 15:12,RT @acousticmag: If you’re a fan of @GibsonGuitarUK @gibsonguitar @GibsonAcoustic and @bobdylan the new issue is for you. Out Thurs. http:/…
gibsonguitar,4/7/2015 15:01,.@BobDylan Autographed SJ-200 Collector’s Edition ... details/more pics: http://t.co/mEX3OmsEDo @GibsonAcoustic http://t.co/2G4t5kbA84
gibsonguitar,4/7/2015 14:58,RT @CakewalkInc: SONAR Explained (2015) Video Tutorial by @groove3inc now available on the Cakewalk Store https://t.co/4aEdILNmfh http://t.…
gibsonguitar,4/6/2015 21:21,RT @EdShredz: All set up and ready for tour tomorrow @GibsonGuitarUK @JamesMToseland @gibsonguitar http://t.co/a0JbBpgbvY
gibsonguitar,4/6/2015 19:42,.@LZZYHALE Explorer...insane tones thanks to 57 Classic/57 Classic Plus pickups! http://t.co/PvDQLqw1Qb @Halestorm http://t.co/lxAkApijdl
gibsonguitar,4/6/2015 19:06,#LesPaul Supreme 2015 (in Seafoam Green) http://t.co/JoCFOS2YsN http://t.co/Nj8XWulcQB
gibsonguitar,4/6/2015 17:11,Cool vid of @mastodonmusic's Bill Kelliher on the #GibsonBus talking about his first Gibson (stolen AND returned!) http://t.co/213hDcHZPN
gibsonguitar,4/6/2015 16:38,RT @CakewalkInc: Mixing #Vocals: Create Depth With Digital Reverb http://t.co/rAVzttSHjT http://t.co/TRnnGZg1Y0
gibsonguitar,4/6/2015 15:41,RT @dansmyers: I remember saving up all my childhood money to buy a used @gibsonguitar.  I still geek out about this Hummingbird! http://t.…
gibsonguitar,4/6/2015 15:34,Beauty! MT @AldGra: I'm lucky enough to have one of the recent @gibsonguitar Memphis Warren Haynes models. Beautiful http://t.co/fikWL7nAkM
gibsonguitar,4/6/2015 15:32,"Lesson time! Good one here, lots of cool/easy variations: ""Major 7th Chords"" http://t.co/UoF2jDu8JQ #PracticeMakesPerfect #GibsonSkillsHouse"
gibsonguitar,4/6/2015 15:24,#LesPaul Custom (Silver Burst &amp; Wine Red) See all available finishes: http://t.co/Vo4CyZUDJb @CustomGibson http://t.co/iAbJyHvAcL
gibsonguitar,4/6/2015 15:20,".@SammyHagar's band The Circle (w/Michael Anthony, @Jason_Bonham, Vic Johnson) release new ""live"" @VanHalen-era song http://t.co/wbrvWcB0Ew"
gibsonguitar,4/6/2015 15:14,.@GreenDay is preparing to return to the stage after a lengthy break...details: http://t.co/AEHJhnklT8
gibsonguitar,4/5/2015 22:13,"RT @GuitarMagazine: Check out our whopping feature covering the history of the @gibsonguitar ES-355

http://t.co/GarpJJXgaI http://t.co/YEj…"
gibsonguitar,4/4/2015 3:31,"RT @ColinHanks: #Repost @towerrecordsdoc 
・・・
It's only one the coolest guitars in the world thanks to @gibsonguitar!… https://t.co/jtuScWX…"
gibsonguitar,4/4/2015 3:28,"RT @gibsonespanol: Fito Paez
@FitoPaezMusica 
@gibsonguitar http://t.co/XAYlgETTIU"
gibsonguitar,4/4/2015 3:27,"RT @gibsonespanol: #FotosGibson
Jorge Drexler
@drexlerjorge @gibsonguitar http://t.co/vdh91oJPAx"
gibsonguitar,4/4/2015 3:26,RT @AdventureDub: Could write in here forever @gibsonguitar @CakewalkInc @JimmyLandry http://t.co/9JR2B5GfZu
gibsonguitar,4/3/2015 19:14,#LesPaul VOS (in Trans Black Burst) from the @CustomGibson Shop #OneOff http://t.co/dppESnN8zB
gibsonguitar,4/3/2015 17:05,"Lesson time! Time to get your ""Funk Rhythm Guitar"" on... http://t.co/eOwoRbbB0g #GibsonSkillsHouse"
gibsonguitar,4/3/2015 15:38,What would you do if you had one week to yourself with this #sweetride? #GibsonBus http://t.co/rmLS9aKBnL
gibsonguitar,4/3/2015 15:26,Happy Friday! http://t.co/r2ZQd3jpsp
gibsonguitar,4/3/2015 3:43,RT @Kayleigh_A: My signed #LZZYHALE @gibsonguitar #Gibson #Explorer #LzzyHaleGibsonExplorer  so proud of this… https://t.co/GWuWUvFiM5
gibsonguitar,4/2/2015 22:12,Class 5 Quilt (in Cranberry) from @CustomGibson #LesPaul #OneOff http://t.co/Ky9T1g159U
